"date","year","rep","store","paper","paper.type","unit.price","units.sold","total.sale"
"1607",2013-03-21,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"2030",2013-03-21,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,7,5.39
"2226",2013-03-21,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"6742",2013-03-21,2013,"Thomas","Davenport","watercolor","pad",12.15,2,24.3
"7829",2013-03-21,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"8541",2013-03-21,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"602",2013-03-22,2013,"Patrick","Syracuse","watercolor","roll",97.99,1,97.99
"2657",2013-03-22,2013,"Ran","Dublin","watercolor","pad",12.15,3,36.45
"5364",2013-03-22,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"7422",2013-03-22,2013,"Ran","Dublin","watercolor","sheet",0.77,9,6.93
"508",2013-03-23,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"3492",2013-03-23,2013,"Yue","Dublin","drawing","roll",20.99,2,41.98
"3873",2013-03-23,2013,"Yue","Dublin","watercolor","pad",12.15,3,36.45
"4893",2013-03-23,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"5101",2013-03-23,2013,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"5513",2013-03-23,2013,"Arinjay","Portland","watercolor","pad",12.15,3,36.45
"7157",2013-03-23,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"7286",2013-03-23,2013,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"7668",2013-03-23,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"805",2013-03-24,2013,"Qiaoli","Portland","watercolor","roll",97.99,1,97.99
"3281",2013-03-24,2013,"Aman","Portland","watercolor","pad",12.15,2,24.3
"4089",2013-03-24,2013,"Patrick","Syracuse","watercolor","sheet",0.77,3,2.31
"4334",2013-03-24,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"5793",2013-03-24,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"6243",2013-03-24,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"6478",2013-03-24,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"6875",2013-03-24,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"7410",2013-03-24,2013,"Yunzhu","Syracuse","watercolor","roll",97.99,1,97.99
"7592",2013-03-24,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"1261",2013-03-25,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"1969",2013-03-25,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"2066",2013-03-25,2013,"Arinjay","Portland","drawing","pads",10.26,3,30.78
"8431",2013-03-25,2013,"Qiaoli","Portland","watercolor","sheet",0.77,8,6.16
"8601",2013-03-25,2013,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"9841",2013-03-25,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"4152",2013-03-26,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"5823",2013-03-26,2013,"Ruisi","Dublin","watercolor","sheet",0.77,5,3.85
"9068",2013-03-26,2013,"Barakat","Portland","drawing","journal",24.94,1,24.94
"9229",2013-03-26,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"1133",2013-03-27,2013,"Yue","Dublin","drawing","roll",20.99,1,20.99
"1870",2013-03-27,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"5237",2013-03-27,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"8571",2013-03-27,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"8784",2013-03-27,2013,"Patrick","Syracuse","watercolor","sheet",0.77,9,6.93
"9093",2013-03-27,2013,"Yue","Dublin","drawing","roll",20.99,1,20.99
"5691",2013-03-28,2013,"Qiaoli","Portland","watercolor","sheet",0.77,9,6.93
"6901",2013-03-28,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"7226",2013-03-28,2013,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"8146",2013-03-28,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"301",2013-03-29,2013,"Arinjay","Portland","drawing","journal",24.94,2,49.88
"3012",2013-03-29,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,5,3.85
"4904",2013-03-29,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,10,7.7
"7174",2013-03-29,2013,"Yunzhu","Syracuse","watercolor","block",19.34,2,38.68
"7316",2013-03-29,2013,"Ran","Dublin","watercolor","sheet",0.77,7,5.39
"8486",2013-03-29,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"9227",2013-03-29,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"9669",2013-03-29,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"1121",2013-03-30,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"1761",2013-03-30,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"2063",2013-03-30,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"3554",2013-03-30,2013,"Patrick","Syracuse","watercolor","pad",12.15,2,24.3
"3975",2013-03-30,2013,"Yue","Dublin","watercolor","sheet",0.77,8,6.16
"5204",2013-03-30,2013,"Barakat","Portland","watercolor","sheet",0.77,6,4.62
"5832",2013-03-30,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"6234",2013-03-30,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"150",2013-03-31,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"942",2013-03-31,2013,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"1179",2013-03-31,2013,"Barakat","Portland","drawing","pads",10.26,2,20.52
"1326",2013-03-31,2013,"Barakat","Portland","drawing","journal",24.94,1,24.94
"1967",2013-03-31,2013,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"2091",2013-03-31,2013,"Patrick","Syracuse","watercolor","roll",97.99,1,97.99
"2545",2013-03-31,2013,"Arijit","Syracuse","watercolor","sheet",0.77,4,3.08
"2710",2013-03-31,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"2855",2013-03-31,2013,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"3555",2013-03-31,2013,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"3910",2013-03-31,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"4124",2013-03-31,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"4683",2013-03-31,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"5456",2013-03-31,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"5948",2013-03-31,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"6710",2013-03-31,2013,"Barakat","Portland","drawing","sheet",0.36,9,3.24
"8363",2013-03-31,2013,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"8737",2013-03-31,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"867",2013-04-01,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"7246",2013-04-01,2013,"Mohit","Davenport","drawing","roll",20.99,2,41.98
"7591",2013-04-01,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"8950",2013-04-01,2013,"Patrick","Syracuse","watercolor","sheet",0.77,6,4.62
"788",2013-04-02,2013,"Barakat","Portland","watercolor","sheet",0.77,7,5.39
"787",2013-04-03,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"1389",2013-04-03,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"1717",2013-04-03,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"3770",2013-04-04,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4167",2013-04-04,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,5,3.85
"5676",2013-04-04,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"7229",2013-04-04,2013,"Thomas","Davenport","drawing","roll",20.99,2,41.98
"9999",2013-04-04,2013,"Ran","Dublin","watercolor","sheet",0.77,8,6.16
"1619",2013-04-05,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"3355",2013-04-05,2013,"Yue","Dublin","watercolor","roll",97.99,1,97.99
"1161",2013-04-06,2013,"Qiaoli","Portland","watercolor","sheet",0.77,3,2.31
"1222",2013-04-06,2013,"Thomas","Davenport","watercolor","pad",12.15,3,36.45
"2363",2013-04-06,2013,"Qiaoli","Portland","watercolor","sheet",0.77,9,6.93
"2431",2013-04-06,2013,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"2438",2013-04-06,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"2440",2013-04-06,2013,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"2632",2013-04-06,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"4419",2013-04-06,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"4443",2013-04-06,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"4638",2013-04-06,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"5991",2013-04-06,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"6496",2013-04-06,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6645",2013-04-06,2013,"Barakat","Portland","watercolor","roll",97.99,1,97.99
"7240",2013-04-06,2013,"Yue","Dublin","watercolor","sheet",0.77,6,4.62
"9052",2013-04-06,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"240",2013-04-07,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"897",2013-04-07,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"1408",2013-04-07,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"2053",2013-04-07,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,6,4.62
"4355",2013-04-07,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"5191",2013-04-07,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"5744",2013-04-07,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"6935",2013-04-07,2013,"Patrick","Syracuse","drawing","roll",20.99,1,20.99
"6956",2013-04-07,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"8722",2013-04-07,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"9619",2013-04-07,2013,"Patrick","Syracuse","watercolor","sheet",0.77,9,6.93
"434",2013-04-08,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"5580",2013-04-08,2013,"Aman","Portland","watercolor","pad",12.15,1,12.15
"7819",2013-04-08,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"8138",2013-04-08,2013,"Ran","Dublin","drawing","journal",24.94,1,24.94
"367",2013-04-09,2013,"Barakat","Portland","watercolor","sheet",0.77,2,1.54
"3565",2013-04-09,2013,"Thomas","Davenport","watercolor","pad",12.15,2,24.3
"3936",2013-04-09,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"4043",2013-04-09,2013,"Yue","Dublin","drawing","pads",10.26,2,20.52
"6422",2013-04-09,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,8,6.16
"9958",2013-04-09,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"4022",2013-04-10,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"4997",2013-04-10,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"2871",2013-04-11,2013,"Ruisi","Dublin","watercolor","sheet",0.77,9,6.93
"4061",2013-04-11,2013,"Aman","Portland","drawing","roll",20.99,1,20.99
"4076",2013-04-11,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"7634",2013-04-11,2013,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"8496",2013-04-11,2013,"Thomas","Davenport","drawing","sheet",0.36,8,2.88
"189",2013-04-12,2013,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"1571",2013-04-12,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"5472",2013-04-12,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"6992",2013-04-12,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"7018",2013-04-12,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"8564",2013-04-12,2013,"Arinjay","Portland","watercolor","roll",97.99,1,97.99
"9447",2013-04-12,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"2522",2013-04-13,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"2659",2013-04-13,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4428",2013-04-13,2013,"Barakat","Portland","watercolor","sheet",0.77,7,5.39
"4455",2013-04-13,2013,"Yunzhu","Syracuse","drawing","pads",10.26,3,30.78
"4525",2013-04-13,2013,"Ran","Dublin","watercolor","sheet",0.77,4,3.08
"5622",2013-04-13,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,4,48.6
"5680",2013-04-13,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"6007",2013-04-13,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"6273",2013-04-13,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"7568",2013-04-13,2013,"Aman","Portland","watercolor","pad",12.15,1,12.15
"8460",2013-04-13,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"9672",2013-04-13,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"573",2013-04-14,2013,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"781",2013-04-14,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"1060",2013-04-14,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"1770",2013-04-14,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"3035",2013-04-14,2013,"Arinjay","Portland","watercolor","sheet",0.77,8,6.16
"3168",2013-04-14,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"3425",2013-04-14,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"3569",2013-04-14,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"4217",2013-04-14,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"5788",2013-04-14,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"6208",2013-04-14,2013,"Ruisi","Dublin","watercolor","block",19.34,3,58.02
"8595",2013-04-14,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"9045",2013-04-14,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,10,7.7
"1459",2013-04-15,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"5765",2013-04-15,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"6473",2013-04-15,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6673",2013-04-15,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"1140",2013-04-16,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"2577",2013-04-16,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"2650",2013-04-16,2013,"Arijit","Syracuse","drawing","roll",20.99,1,20.99
"2924",2013-04-16,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"4313",2013-04-16,2013,"Aman","Portland","drawing","pads",10.26,2,20.52
"5490",2013-04-16,2013,"Patrick","Syracuse","watercolor","block",19.34,3,58.02
"6671",2013-04-17,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"6874",2013-04-17,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"2192",2013-04-18,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"2475",2013-04-18,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"4792",2013-04-18,2013,"Ran","Dublin","watercolor","block",19.34,2,38.68
"7281",2013-04-18,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,5,3.85
"7902",2013-04-18,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"9996",2013-04-18,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"3875",2013-04-19,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,7,5.39
"5286",2013-04-19,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"5464",2013-04-19,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"6469",2013-04-19,2013,"Ran","Dublin","drawing","journal",24.94,1,24.94
"6732",2013-04-19,2013,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"321",2013-04-20,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"884",2013-04-20,2013,"Aman","Portland","watercolor","roll",97.99,1,97.99
"1984",2013-04-20,2013,"Qiaoli","Portland","watercolor","sheet",0.77,7,5.39
"4480",2013-04-20,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"4913",2013-04-20,2013,"Arijit","Syracuse","watercolor","pad",12.15,3,36.45
"5028",2013-04-20,2013,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"5340",2013-04-20,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"5414",2013-04-20,2013,"Ran","Dublin","drawing","journal",24.94,1,24.94
"6011",2013-04-20,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"6714",2013-04-20,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"170",2013-04-21,2013,"Yue","Dublin","watercolor","sheet",0.77,10,7.7
"1464",2013-04-21,2013,"Ruisi","Dublin","drawing","roll",20.99,1,20.99
"2987",2013-04-21,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"4968",2013-04-21,2013,"Arinjay","Portland","watercolor","sheet",0.77,9,6.93
"5768",2013-04-21,2013,"Aman","Portland","drawing","pads",10.26,2,20.52
"6805",2013-04-21,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"6940",2013-04-21,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"8288",2013-04-21,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"8421",2013-04-21,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"436",2013-04-22,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"661",2013-04-22,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"2539",2013-04-22,2013,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"4071",2013-04-22,2013,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"6240",2013-04-22,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"354",2013-04-23,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"2041",2013-04-23,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"8074",2013-04-23,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"9467",2013-04-23,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"575",2013-04-24,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"1330",2013-04-24,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"1667",2013-04-24,2013,"Aman","Portland","watercolor","block",19.34,2,38.68
"1868",2013-04-24,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"4429",2013-04-24,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"6718",2013-04-24,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"7878",2013-04-24,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"196",2013-04-25,2013,"Yunzhu","Syracuse","drawing","pads",10.26,3,30.78
"1624",2013-04-25,2013,"Mohit","Davenport","watercolor","block",19.34,2,38.68
"2264",2013-04-25,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"2825",2013-04-25,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"3730",2013-04-25,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"4050",2013-04-25,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,4,3.08
"4348",2013-04-25,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"5895",2013-04-25,2013,"Yue","Dublin","watercolor","sheet",0.77,10,7.7
"6034",2013-04-25,2013,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"7323",2013-04-25,2013,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"8067",2013-04-25,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"8573",2013-04-25,2013,"Yue","Dublin","watercolor","sheet",0.77,5,3.85
"8630",2013-04-25,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,12,9.24
"1677",2013-04-26,2013,"Thomas","Davenport","drawing","sheet",0.36,15,5.4
"2542",2013-04-26,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"3779",2013-04-26,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"4506",2013-04-26,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"5118",2013-04-26,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"5869",2013-04-26,2013,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"7922",2013-04-26,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"9706",2013-04-26,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"153",2013-04-27,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"447",2013-04-27,2013,"Barakat","Portland","watercolor","sheet",0.77,6,4.62
"3097",2013-04-27,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"3277",2013-04-27,2013,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"4247",2013-04-27,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"5419",2013-04-27,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"7471",2013-04-27,2013,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"8734",2013-04-27,2013,"Patrick","Syracuse","drawing","roll",20.99,1,20.99
"9004",2013-04-27,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"9731",2013-04-27,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"678",2013-04-28,2013,"Aman","Portland","watercolor","sheet",0.77,9,6.93
"1428",2013-04-28,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"1448",2013-04-28,2013,"Mohit","Davenport","watercolor","sheet",0.77,15,11.55
"2369",2013-04-28,2013,"Arijit","Syracuse","drawing","pads",10.26,3,30.78
